id,save_name,save_date,rows,cols,starting_color,mode,game_index,moves,view_index,ai_mode,ai_depth,confidence,distinct_cols,player_red,player_yellow,created_at
8008,BGA_985116866_905866029_9x9,2026-03-17 20:54:25.916344,9,9,R,2,331,"[3, 5, 2, 4, 2, 4, 2, 2, 1, 0, 2, 6, 1, 4, 1, 4]",16,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8010,BGA_728689544_330681193_9x9,2026-03-17 20:54:27.350263,9,9,R,2,332,"[0, 4, 3, 4, 8, 3, 0, 2, 7, 4, 0, 4]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8012,BGA_814404801_802697832_9x9,2026-03-17 20:54:28.957822,9,9,R,2,333,"[4, 2, 6, 5, 2, 4, 7, 5, 8, 4, 6, 5, 7, 4, 0, 4]",16,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8014,BGA_879048767_258783842_9x9,2026-03-17 20:54:34.025127,9,9,R,2,335,"[4, 4, 4, 2, 0, 6, 4, 8, 4, 6, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8015,BGA_618210537_603692162_9x9,2026-03-17 20:54:36.185906,9,9,R,2,336,"[4, 1, 3, 3, 5, 0, 4, 1, 4, 5, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8016,BGA_316796122_518205232_9x9,2026-03-17 20:54:37.180933,9,9,R,2,337,"[4, 0, 3, 3, 5, 0, 4, 7, 4, 5, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8018,BGA_662688291_394156813_9x9,2026-03-17 20:54:42.25175,9,9,R,2,342,"[4, 4, 4, 4, 3, 5, 2, 8, 1]",9,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8019,BGA_352241431_293668106_9x9,2026-03-17 20:54:56.506075,9,9,R,2,344,"[4, 2, 0, 4, 1, 4, 4, 2, 8, 2, 7, 2]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8017,BGA_324161563_898247519_9x9,2026-03-17 20:54:39.122147,9,9,R,2,336,"[2, 4, 7, 4, 1, 3, 7, 3, 8, 5, 5, 4, 5, 4]",14,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8024,BGA_143142954_240352051_9x9,2026-03-17 20:54:50.8798,9,9,R,2,343,"[4, 2, 0, 4, 6, 5, 0, 5, 2, 6, 3, 3]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8026,BGA_587109671_382833553_9x9,2026-03-17 20:55:23.101512,9,9,R,2,347,"[1, 3, 2, 2, 4, 3, 0, 1, 0, 4]",10,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8027,BGA_867751975_946247587_9x9,2026-03-17 20:55:36.692083,9,9,R,2,348,"[2, 4, 3, 4, 4, 3, 6, 2, 6, 2, 6, 6, 7, 3, 5, 5]",16,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8029,BGA_762990090_926715683_9x9,2026-03-17 20:55:41.816931,9,9,R,2,355,"[1, 3, 4, 4, 7, 3, 5, 6, 7, 3, 2, 3]",12,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8031,BGA_544716519_942275666_9x9,2026-03-17 20:55:57.353032,9,9,R,2,359,"[2, 4, 8, 4, 5, 5, 3, 4, 7, 4]",10,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8032,BGA_998971860_362566713_9x9,2026-03-17 20:56:14.238476,9,9,R,2,362,"[4, 0, 3, 5, 4, 1, 5, 1, 5, 2, 5, 3, 4, 6, 4]",15,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8035,BGA_367911557_145600508_9x9,2026-03-17 20:56:21.838984,9,9,R,2,370,"[0, 4, 6, 4, 1, 3, 3, 4, 4, 5, 0, 2]",12,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8036,BGA_154330914_378127467_9x9,2026-03-17 20:56:51.10772,9,9,R,2,371,"[4, 1, 3, 3, 5, 3, 4, 2, 4, 4, 6]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8037,BGA_259805333_791959294_9x9,2026-03-17 20:56:54.376031,9,9,R,2,372,"[2, 4, 0, 1, 7, 4, 5, 5, 3, 4, 4, 5, 5, 3, 4, 3, 8, 6, 2, 4, 5, 4, 6, 4, 6, 4]",26,bga,4,3,9,,,2026-03-20 14:14:32.711364+01
8040,BGA_521324088_376912772_9x9,2026-03-17 20:56:59.470781,9,9,R,2,376,"[4, 3, 4, 7, 4, 4, 3, 8, 5, 1, 3, 8, 2, 4, 2, 2, 4, 7, 4, 4, 4, 3, 5]",23,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8041,BGA_441027307_241559094_9x9,2026-03-17 20:57:14.141674,9,9,R,2,377,"[4, 2, 3, 3, 4, 4, 2, 3, 3, 2, 2, 4, 7, 3, 7, 4, 6, 4]",18,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8045,BGA_594583510_455333298_9x9,2026-03-17 20:57:19.258966,9,9,R,2,380,"[3, 5, 5, 3, 3, 6, 4, 7, 2, 8]",10,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8049,BGA_439287307_196424238_9x9,2026-03-17 20:57:26.814289,9,9,R,2,389,"[4, 1, 3, 6, 4, 6, 3, 7, 5, 2, 2, 8, 4, 8, 4]",15,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8053,BGA_128295966_252302863_9x9,2026-03-17 20:58:05.160134,9,9,R,2,397,"[3, 5, 3, 3, 1, 4, 0, 2, 4, 5, 1, 2, 7, 2, 5, 4, 4, 4, 0, 4, 6, 2]",22,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8055,BGA_751316795_916126106_9x9,2026-03-17 20:58:43.163626,9,9,R,2,402,"[4, 3, 4, 4, 3, 7, 4, 2, 2, 4, 1, 6, 5, 3, 4, 4, 4, 1, 5]",19,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8056,BGA_770564009_403498282_9x9,2026-03-17 20:59:01.976801,9,9,R,2,403,"[4, 1, 3, 3, 5, 7, 4, 7, 4, 0, 4]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8057,BGA_763378678_806740258_9x9,2026-03-17 20:59:03.797901,9,9,R,2,404,"[1, 3, 6, 6, 8, 5, 1, 5, 3, 4, 6, 5, 0, 4, 2, 4, 7, 4]",18,bga,4,3,9,,,2026-03-20 14:14:32.711364+01
8058,BGA_804994103_741453979_9x9,2026-03-17 20:59:04.7965,9,9,R,2,405,"[4, 2, 4, 5, 5, 1, 2, 8, 4, 3, 4]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8059,BGA_481243027_191181096_9x9,2026-03-17 20:59:09.872133,9,9,R,2,410,"[4, 4, 4, 4, 3, 2, 6, 7, 5]",9,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8060,BGA_294261468_480868637_9x9,2026-03-17 20:59:27.873604,9,9,R,2,411,"[4, 2, 4, 7, 2, 4, 4, 3, 3, 6, 1, 5, 5]",13,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8062,BGA_420356253_241439542_9x9,2026-03-17 20:59:33.056349,9,9,R,2,417,"[4, 2, 4, 7, 2, 1, 1, 6, 0, 6, 2, 6, 6, 3, 4, 5, 4]",17,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8063,BGA_724649818_968463640_9x9,2026-03-17 20:59:52.469844,9,9,R,2,418,"[4, 4, 4, 2, 0, 6, 4, 6, 4, 0, 4]",11,bga,4,3,4,,,2026-03-20 14:14:32.711364+01
8065,BGA_981096313_824317763_9x9,2026-03-17 20:59:57.557623,9,9,R,2,424,"[3, 5, 4, 4, 8, 3, 6, 5, 8, 5, 6, 5]",12,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8066,BGA_755747323_696580323_9x9,2026-03-17 21:00:19.019702,9,9,R,2,426,"[3, 5, 3, 3, 2, 0, 2, 2, 0, 4, 8, 4, 7, 4, 8, 4]",16,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8067,BGA_852723948_966202748_9x9,2026-03-17 21:00:21.736222,9,9,R,2,427,"[4, 2, 0, 4, 0, 0, 7, 5, 3, 3, 1, 2, 0, 4, 2, 4, 3, 4]",18,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8069,BGA_806689957_567674827_9x9,2026-03-17 21:00:22.541908,9,9,R,2,428,"[4, 2, 4, 7, 2, 1, 1, 5, 4, 1, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8070,BGA_193906368_291885228_9x9,2026-03-17 21:00:26.265964,9,9,R,2,431,"[0, 4, 8, 4, 7, 3, 2, 5, 2, 4, 1, 4]",12,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8020,BGA_362453668_930077157_9x9,2026-03-17 20:55:00.861994,9,9,R,2,345,"[2, 4, 6, 4, 0, 3, 4, 3, 8, 2, 1, 3, 2, 4, 3, 2, 4, 4, 4, 4, 2, 4, 2, 3, 2, 5]",26,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8021,BGA_368993052_997317054_9x9,2026-03-17 20:55:02.593598,9,9,R,2,346,"[4, 2, 2, 4, 8, 5, 8, 5, 4, 5, 3, 5]",12,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8022,BGA_970394245_288846020_9x9,2026-03-17 20:55:03.536607,9,9,R,2,348,"[4, 3, 4, 0, 3, 8, 2, 1, 4, 5, 4]",11,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8023,BGA_803718844_758297629_9x9,2026-03-17 20:55:09.654301,9,9,R,2,352,"[2, 4, 3, 4, 7, 3, 1, 0, 4, 2, 5, 4, 0, 4, 8, 5]",16,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8025,BGA_400265069_952807636_9x9,2026-03-17 20:55:22.396987,9,9,R,2,355,"[4, 4, 4, 3, 3, 2, 3, 8, 3, 1, 3]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8028,BGA_434943936_700834488_9x9,2026-03-17 20:55:34.13727,9,9,R,2,360,"[2, 4, 2, 2, 7, 4, 0, 3, 1, 5, 1, 4, 7, 4]",14,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8030,BGA_354380037_832530230_9x9,2026-03-17 20:55:52.144623,9,9,R,2,364,"[4, 0, 3, 2, 3, 8, 4, 1, 5, 1, 4, 4, 3, 5, 4, 4, 4, 4, 4, 7, 3]",21,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8033,BGA_295502588_853314248_9x9,2026-03-17 20:56:05.699984,9,9,R,2,368,"[4, 2, 8, 2, 2, 4, 7, 5, 3, 3, 8, 3, 3, 4, 4, 4, 0, 4, 2, 4, 2, 4]",22,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8034,BGA_699312175_411152213_9x9,2026-03-17 20:56:23.19967,9,9,R,2,374,"[2, 4, 8, 4, 1, 3, 8, 3, 8, 8, 0, 5, 0, 4, 3, 4]",16,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8038,BGA_402309513_421634931_9x9,2026-03-17 20:56:50.64691,9,9,R,2,377,"[4, 0, 3, 7, 5, 7, 4, 8, 4, 0, 4]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8039,BGA_264624103_318986075_9x9,2026-03-17 20:56:57.378391,9,9,R,2,380,"[4, 0, 3, 5, 4, 8, 5, 5, 2, 0, 4, 6, 4]",13,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8042,BGA_813222230_131501168_9x9,2026-03-17 20:57:04.955137,9,9,R,2,384,"[1, 3, 2, 2, 1, 1, 0, 2, 8, 3, 7, 3, 1, 3]",14,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8043,BGA_366205342_174462533_9x9,2026-03-17 20:57:18.649097,9,9,R,2,385,"[4, 3, 4, 2, 3, 0, 1, 8, 2, 8, 4, 5, 4]",13,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8044,BGA_583041907_509316744_9x9,2026-03-17 20:57:23.735234,9,9,R,2,387,"[4, 2, 4, 2, 2, 6, 2, 2, 5, 7, 6, 1, 5, 1, 4, 2, 4]",17,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8046,BGA_879855127_836077280_9x9,2026-03-17 20:57:26.922173,9,9,R,2,388,"[3, 5, 5, 3, 8, 5, 3, 5, 7, 5, 6, 5]",12,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8047,BGA_753153587_318976747_9x9,2026-03-17 20:57:32.046213,9,9,R,2,392,"[0, 4, 4, 1, 4, 4, 2, 1, 2, 1, 1, 2, 8, 4, 7, 4, 5, 4]",18,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8048,BGA_831354978_429294434_9x9,2026-03-17 20:57:49.32914,9,9,R,2,395,"[4, 0, 3, 0, 5, 4, 4, 7, 4, 7, 4, 6, 4]",13,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8050,BGA_513344667_353541870_9x9,2026-03-17 20:58:01.08833,9,9,R,2,398,"[2, 4, 4, 6, 1, 5, 0, 3]",8,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8051,BGA_800839642_955500419_9x9,2026-03-17 20:58:10.83667,9,9,R,2,399,"[3, 5, 5, 3, 7, 3, 3, 5, 7, 7, 0, 3, 1, 2, 6, 6, 6, 5, 3, 7, 0, 5, 8, 5]",24,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8052,BGA_803178950_368563298_9x9,2026-03-17 20:58:15.959261,9,9,R,2,404,"[4, 2, 4, 2, 2, 4, 1, 7, 5, 8, 2, 8, 1, 2, 5, 3, 3, 6, 4, 0, 4, 0, 4, 1, 4]",25,bga,4,3,9,,,2026-03-20 14:14:32.711364+01
8054,BGA_703154661_428241765_9x9,2026-03-17 20:58:39.098371,9,9,R,2,409,"[4, 2, 4, 0, 3, 2, 2, 6, 3, 0, 4, 1, 4]",13,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8061,BGA_516262015_959031068_9x9,2026-03-17 20:59:00.880738,9,9,R,2,417,"[1, 3, 8, 5, 0, 4, 5, 4, 4, 4, 8, 4, 3, 4, 8, 4]",16,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8064,BGA_179617437_154509426_9x9,2026-03-17 20:59:33.858343,9,9,R,2,427,"[2, 4, 3, 4, 4, 3, 4, 2, 1, 1]",10,bga,4,3,4,,,2026-03-20 14:14:32.711364+01
8068,BGA_635616935_326156774_9x9,2026-03-17 21:00:16.696518,9,9,R,2,430,"[1, 3, 4, 4, 4, 3, 1, 1, 1, 4, 5, 5, 8, 5, 6, 6]",16,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8071,BGA_217232470_361035633_9x9,2026-03-17 21:00:25.555074,9,9,R,2,435,"[1, 3, 2, 2, 5, 3, 8, 1, 1, 2, 5, 4, 3, 4]",14,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8072,BGA_679954344_625337214_9x9,2026-03-17 21:00:37.543423,9,9,R,2,436,"[1, 3, 4, 4, 8, 3, 2, 2, 5, 4, 3, 4, 6, 4]",14,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8073,BGA_151914182_444856135_9x9,2026-03-17 21:00:42.628603,9,9,R,2,438,"[4, 1, 3, 2, 2, 3, 5, 5, 6]",9,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8074,BGA_334068503_539325315_9x9,2026-03-17 21:00:36.013123,9,9,R,2,436,"[4, 3, 4, 4, 3, 6, 4, 8, 7, 6, 6, 7, 8, 4, 6, 4, 7, 5, 5, 5, 6, 2, 4, 6, 4, 3, 4, 3, 5, 3, 3, 6, 3, 0, 2]",35,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8077,BGA_811017114_353993686_9x9,2026-03-17 21:01:00.912141,9,9,R,2,437,"[0, 4, 5, 4, 7, 5, 4, 5, 5, 7, 2, 1, 5, 4, 1, 4, 3, 3, 2, 2, 4, 5, 2, 1, 7, 6, 2, 4, 2, 2, 5, 4, 4, 3, 2, 3]",36,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8078,BGA_510423536_283609017_9x9,2026-03-17 21:01:05.98111,9,9,R,2,439,"[4, 0, 3, 3, 5, 5, 4, 8, 4, 4, 4, 4, 4, 0, 4, 5, 4, 6, 2]",19,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8079,BGA_347053828_586104689_9x9,2026-03-17 21:01:13.033774,9,9,R,2,441,"[1, 3, 2, 2, 4, 3, 1, 4, 1, 1, 3, 2, 5, 5]",14,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8083,BGA_353570253_288906628_9x9,2026-03-17 21:01:19.867111,9,9,R,2,445,"[4, 0, 3, 3, 5, 5, 4, 0, 4, 8, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8084,BGA_411015975_403424416_9x9,2026-03-17 21:01:32.40512,9,9,R,2,446,"[0, 4, 0, 3, 6, 2, 3, 4, 7, 4, 0, 4]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8085,BGA_179733857_125329065_9x9,2026-03-17 21:01:34.108184,9,9,R,2,447,"[4, 1, 3, 5, 4, 8, 5, 6, 7, 2, 3, 2, 4, 3, 4]",15,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8086,BGA_859735486_857213882_9x9,2026-03-17 21:01:35.087361,9,9,R,2,448,"[2, 4, 1, 3, 0, 5, 8, 6]",8,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8088,BGA_348071586_691149700_9x9,2026-03-17 21:01:38.629163,9,9,R,2,449,"[2, 4, 8, 4, 2, 2, 8, 3, 5, 3, 2, 5, 8, 8, 4, 6, 6, 5, 6, 5, 1, 3, 2, 4, 3, 3, 2, 5]",28,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8091,BGA_868614116_335325582_9x9,2026-03-17 21:01:43.72473,9,9,R,2,453,"[4, 0, 3, 5, 4, 0, 3, 7, 5, 4, 2, 2, 3, 6, 3]",15,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8096,BGA_643338676_925453565_9x9,2026-03-17 21:02:01.090434,9,9,R,2,455,"[3, 5, 5, 3, 6, 5, 2, 1, 3, 3, 1, 1, 7, 6, 1, 3, 0, 3, 4, 3]",20,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8097,BGA_546224001_336275005_9x9,2026-03-17 21:02:08.904645,9,9,R,2,457,"[1, 3, 6, 6, 6, 5, 0, 4, 4, 2]",10,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8098,BGA_173797634_799827668_9x9,2026-03-17 21:02:12.636826,9,9,R,2,458,"[3, 5, 7, 3, 5, 3, 1, 2, 3, 2, 8, 1, 3, 1, 5, 1, 3, 1]",18,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8099,BGA_825188025_542113534_9x9,2026-03-17 21:02:13.502239,9,9,R,2,460,"[1, 3, 6, 6, 0, 3, 3, 5, 5, 4, 8, 2]",12,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8102,BGA_973961724_335580799_9x9,2026-03-17 21:02:20.482314,9,9,R,2,463,"[0, 4, 7, 3, 5, 1, 0, 2]",8,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8104,BGA_343561510_468969545_9x9,2026-03-17 21:02:24.624558,9,9,R,2,464,"[4, 0, 3, 3, 5, 0, 4, 4, 4, 7, 4, 0, 6]",13,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8105,BGA_259655550_135577639_9x9,2026-03-17 21:02:29.729431,9,9,R,2,466,"[4, 3, 4, 2, 3, 6, 2, 5, 4, 5, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8106,BGA_834755791_953442787_9x9,2026-03-17 21:02:36.004943,9,9,R,2,468,"[2, 4, 4, 6, 1, 5, 2, 4, 1, 4, 2, 3]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8107,BGA_589800185_736092269_9x9,2026-03-17 21:02:42.288436,9,9,R,2,470,"[1, 3, 3, 3, 8, 5, 0, 4, 0, 4, 2, 4, 3, 4]",14,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8112,BGA_251635679_341067076_9x9,2026-03-17 21:02:48.688523,9,9,R,2,473,"[4, 0, 3, 2, 3, 1, 5, 2, 3, 6, 3]",11,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8114,BGA_698622667_757296381_9x9,2026-03-17 21:03:00.131696,9,9,R,2,475,"[2, 4, 7, 4, 1, 3, 6, 3, 6, 2, 5, 5]",12,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8115,BGA_197270717_407828929_9x9,2026-03-17 21:03:03.401329,9,9,R,2,476,"[2, 4, 0, 1, 8, 5, 7, 5, 6, 4, 0, 4, 1, 4]",14,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8117,BGA_767904315_509977623_9x9,2026-03-17 21:03:08.48234,9,9,R,2,481,"[4, 1, 3, 8, 5, 1, 4, 0, 4, 1, 4]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8119,BGA_647231141_489697376_9x9,2026-03-17 21:03:26.123238,9,9,R,2,483,"[0, 4, 3, 4, 8, 3, 2, 1, 1, 4, 8, 4]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8121,BGA_898579179_425097801_9x9,2026-03-17 21:03:32.565041,9,9,R,2,485,"[0, 4, 2, 1, 7, 4, 2, 4, 3, 4]",10,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8122,BGA_995593431_716494495_9x9,2026-03-17 21:03:38.860014,9,9,R,2,487,"[3, 5, 6, 5, 5, 6, 7, 7, 2, 1, 4, 4]",12,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8123,BGA_870109377_628160765_9x9,2026-03-17 21:03:45.374843,9,9,R,2,490,"[2, 4, 2, 2, 5, 4, 2, 5, 5, 5, 8, 7, 8, 8, 6, 6, 0, 4, 3, 4]",20,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8075,BGA_499996456_939925645_9x9,2026-03-17 21:00:48.798777,9,9,R,2,441,"[2, 4, 4, 2, 0, 1, 8, 2, 3, 3, 8, 3, 1, 4, 2, 4]",16,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8076,BGA_864991252_677439226_9x9,2026-03-17 21:00:57.59451,9,9,R,2,442,"[0, 4, 1, 3, 5, 4, 8, 5, 7, 6, 7, 6, 7, 3]",14,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8080,BGA_850853119_433751547_9x9,2026-03-17 21:01:02.685427,9,9,R,2,447,"[4, 4, 4, 1, 0, 5, 5, 1, 5, 3, 5, 3, 5]",13,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8081,BGA_887857464_937303571_9x9,2026-03-17 21:01:21.185012,9,9,R,2,448,"[4, 2, 4, 6, 6, 1, 5, 1, 5, 8, 5, 7, 4, 0, 4]",15,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8082,BGA_972289363_137019199_9x9,2026-03-17 21:01:22.313917,9,9,R,2,449,"[4, 2, 8, 2, 4, 4, 6, 2, 3, 2]",10,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8087,BGA_894146108_183811309_9x9,2026-03-17 21:01:23.674438,9,9,R,2,453,"[3, 5, 3, 3, 0, 5, 5, 2, 8, 3, 8, 2, 6, 3, 5, 3]",16,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8089,BGA_214900212_149726991_9x9,2026-03-17 21:01:41.146989,9,9,R,2,455,"[1, 3, 1, 1, 3, 1, 4, 1, 6, 1]",10,bga,4,3,4,,,2026-03-20 14:14:32.711364+01
8090,BGA_938489557_651340657_9x9,2026-03-17 21:01:43.188802,9,9,R,2,457,"[4, 2, 0, 4, 7, 5, 7, 5, 7, 7, 6, 4, 5, 4, 1, 4]",16,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8092,BGA_307180849_129255158_9x9,2026-03-17 21:01:50.347495,9,9,R,2,460,"[4, 0, 3, 2, 3, 3, 4, 6, 4, 1, 4]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8093,BGA_881940646_515912711_9x9,2026-03-17 21:01:57.896938,9,9,R,2,461,"[1, 3, 5, 5, 6, 7, 4, 5, 7, 5, 8, 5]",12,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8094,BGA_850475429_370568880_9x9,2026-03-17 21:01:59.281593,9,9,R,2,462,"[4, 2, 4, 3, 3, 2, 2, 5, 4, 1, 4]",11,bga,4,3,5,,,2026-03-20 14:14:32.711364+01
8095,BGA_810952853_946823057_9x9,2026-03-17 21:02:01.800164,9,9,R,2,463,"[4, 4, 4, 1, 0, 1, 1, 2, 2, 2, 2, 0, 3, 1, 5, 5, 6]",17,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8100,BGA_488301925_284167510_9x9,2026-03-17 21:02:06.858067,9,9,R,2,467,"[4, 3, 4, 6, 3, 6, 6, 1, 4, 4, 2, 8, 3, 5, 7, 2, 5, 4, 4, 5, 5]",21,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8101,BGA_911026528_588467837_9x9,2026-03-17 21:02:22.644964,9,9,R,2,468,"[1, 3, 4, 4, 7, 5, 8, 5, 7, 3, 8, 3, 3, 2, 3, 5, 4, 4, 1, 4, 2, 4, 0, 4]",24,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8103,BGA_188585544_398464611_9x9,2026-03-17 21:02:24.277771,9,9,R,2,469,"[4, 0, 3, 5, 4, 1, 5, 8, 3, 7, 6, 1, 4, 6, 4]",15,bga,4,3,8,,,2026-03-20 14:14:32.711364+01
8108,BGA_454216773_876800643_9x9,2026-03-17 21:02:29.372302,9,9,R,2,474,"[4, 4, 4, 4, 3, 6, 2, 3, 4, 0, 4, 5, 4, 5, 4]",15,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8109,BGA_988626488_977131977_9x9,2026-03-17 21:02:47.814032,9,9,R,2,475,"[4, 0, 3, 2, 3, 0, 4, 6, 2, 5, 4, 0, 4]",13,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8110,BGA_691828749_580504313_9x9,2026-03-17 21:02:49.693815,9,9,R,2,476,"[0, 4, 5, 4, 6, 5, 7, 8, 0, 4, 8, 4]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8111,BGA_183220339_342762399_9x9,2026-03-17 21:02:51.216268,9,9,R,2,477,"[3, 5, 7, 3, 8, 5, 2, 4, 5, 4, 0, 2]",12,bga,4,3,7,,,2026-03-20 14:14:32.711364+01
8113,BGA_199232924_461407497_9x9,2026-03-17 21:02:56.293322,9,9,R,2,481,"[4, 3, 4, 4, 3, 1, 3, 7, 5, 7, 3, 6, 3]",13,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8116,BGA_425666271_885869989_9x9,2026-03-17 21:03:05.073379,9,9,R,2,484,"[4, 2, 4, 4, 1, 2, 5, 7, 5, 2, 0, 2]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8118,BGA_160568652_605442839_9x9,2026-03-17 21:03:16.835745,9,9,R,2,487,"[2, 4, 0, 1, 4, 2, 7, 1, 5, 1, 5, 1]",12,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8120,BGA_708667594_813296385_9x9,2026-03-17 21:03:28.820826,9,9,R,2,489,"[3, 5, 2, 4, 7, 4, 4, 3, 6, 5, 2, 5, 4, 4, 6, 5]",16,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
8124,BGA_691279833_472742127_9x9,2026-03-17 21:03:35.850191,9,9,R,2,496,"[4, 1, 3, 8, 5, 0, 4, 5, 4, 0, 4]",11,bga,4,3,6,,,2026-03-20 14:14:32.711364+01
